Requested ordering: INCIDENCE_DEGREE
Coloring distance: DISTANCE_ONE
Input graph: data\raw\matrices\bcsstk15.mtx

 Coloring | INCIDENCE_DEGREE Ordering | data\raw\matrices\bcsstk15.mtx
Vertex 1369 -> Color 0
Vertex 1370 -> Color 8
Vertex 1371 -> Color 3
Vertex 1372 -> Color 1
Vertex 1373 -> Color 0
Vertex 1374 -> Color 3
Vertex 1375 -> Color 7
Vertex 1376 -> Color 6
Vertex 1377 -> Color 5
Vertex 1378 -> Color 2
Vertex 1379 -> Color 7
Vertex 1380 -> Color 6
Vertex 1381 -> Color 0
Vertex 1382 -> Color 8
Vertex 1383 -> Color 3
Vertex 1384 -> Color 1
Vertex 1385 -> Color 0
Vertex 1386 -> Color 4
Vertex 1387 -> Color 9
Vertex 1388 -> Color 11
Vertex 1389 -> Color 12
Vertex 1390 -> Color 8
Vertex 1391 -> Color 7
Vertex 1392 -> Color 2
Vertex 1393 -> Color 3
Vertex 1394 -> Color 15
Vertex 1395 -> Color 8
Vertex 1396 -> Color 4
Vertex 1397 -> Color 2
Vertex 1398 -> Color 9
Vertex 1399 -> Color 2
Vertex 1400 -> Color 13
Vertex 1401 -> Color 10
Vertex 1402 -> Color 4
Vertex 1403 -> Color 2
Vertex 1404 -> Color 8
Vertex 1405 -> Color 5
Vertex 1406 -> Color 9
Vertex 1407 -> Color 6
Vertex 1408 -> Color 0
Vertex 1409 -> Color 1
Vertex 1410 -> Color 7
Vertex 1411 -> Color 6
Vertex 1412 -> Color 8
Vertex 1413 -> Color 5
Vertex 1414 -> Color 4
Vertex 1415 -> Color 1
Vertex 1416 -> Color 2
Vertex 1417 -> Color 11
Vertex 1418 -> Color 0
Vertex 1419 -> Color 5
Vertex 1420 -> Color 10
Vertex 1421 -> Color 4
Vertex 1422 -> Color 5
Vertex 1423 -> Color 8
Vertex 1424 -> Color 3
Vertex 1425 -> Color 7
Vertex 1426 -> Color 2
Vertex 1427 -> Color 0
Vertex 1428 -> Color 1
Vertex 1429 -> Color 8
Vertex 1430 -> Color 6
Vertex 1431 -> Color 7
Vertex 1432 -> Color 2
Vertex 1433 -> Color 0
Vertex 1434 -> Color 8
Vertex 1435 -> Color 5
Vertex 1436 -> Color 0
Vertex 1437 -> Color 4
Vertex 1438 -> Color 5
Vertex 1439 -> Color 3
Vertex 1440 -> Color 1
Vertex 1441 -> Color 0
Vertex 1442 -> Color 12
Vertex 1443 -> Color 11
Vertex 1444 -> Color 10
Vertex 1445 -> Color 0
Vertex 1446 -> Color 2
Vertex 1447 -> Color 6
Vertex 1448 -> Color 0
Vertex 1449 -> Color 5
Vertex 1450 -> Color 3
Vertex 1451 -> Color 1
Vertex 1452 -> Color 11
Vertex 1453 -> Color 4
Vertex 1454 -> Color 4
Vertex 1455 -> Color 3
Vertex 1456 -> Color 8
Vertex 1457 -> Color 2
Vertex 1458 -> Color 3
Vertex 1459 -> Color 0
Vertex 1460 -> Color 4
Vertex 1461 -> Color 3
Vertex 1462 -> Color 2
Vertex 1463 -> Color 1
Vertex 1464 -> Color 6
Vertex 1465 -> Color 0
Vertex 1466 -> Color 11
Vertex 1467 -> Color 1
Vertex 1468 -> Color 8
Vertex 1469 -> Color 6
Vertex 1470 -> Color 7
Vertex 1471 -> Color 3
Vertex 1472 -> Color 4
Vertex 1473 -> Color 2
Vertex 1474 -> Color 8
Vertex 1475 -> Color 1
Vertex 1476 -> Color 2
Vertex 1477 -> Color 11
Vertex 1478 -> Color 0
Vertex 1479 -> Color 5
Vertex 1480 -> Color 3
Vertex 1481 -> Color 4
Vertex 1482 -> Color 12
Vertex 1483 -> Color 5
Vertex 1484 -> Color 0
Vertex 1485 -> Color 10
Vertex 1486 -> Color 11
Vertex 1487 -> Color 6
Vertex 1488 -> Color 1
Vertex 1489 -> Color 8
Vertex 1490 -> Color 11
Vertex 1491 -> Color 4
Vertex 1492 -> Color 0
Vertex 1493 -> Color 1
Vertex 1494 -> Color 7
Vertex 1495 -> Color 0
Vertex 1496 -> Color 12
Vertex 1497 -> Color 3
Vertex 1498 -> Color 2
Vertex 1499 -> Color 7
Vertex 1500 -> Color 2
Vertex 1501 -> Color 5
Vertex 1502 -> Color 10
Vertex 1503 -> Color 9
Vertex 1504 -> Color 7
Vertex 1505 -> Color 2
Vertex 1506 -> Color 7
Vertex 1507 -> Color 1
Vertex 1508 -> Color 11
Vertex 1509 -> Color 5
Vertex 1510 -> Color 0
Vertex 1511 -> Color 1
Vertex 1512 -> Color 4
Vertex 1513 -> Color 0
Vertex 1514 -> Color 6
Vertex 1515 -> Color 1
Vertex 1516 -> Color 0
Vertex 1517 -> Color 10
Vertex 1518 -> Color 1
Vertex 1519 -> Color 9
Vertex 1520 -> Color 11
Vertex 1521 -> Color 8
Vertex 1522 -> Color 2
Vertex 1523 -> Color 1
Vertex 1524 -> Color 3
Vertex 1525 -> Color 4
Vertex 1526 -> Color 13
Vertex 1527 -> Color 12
Vertex 1528 -> Color 7
Vertex 1529 -> Color 3
Vertex 1530 -> Color 0
Vertex 1531 -> Color 3
Vertex 1532 -> Color 9
Vertex 1533 -> Color 2
Vertex 1534 -> Color 3
Vertex 1535 -> Color 1
Vertex 1536 -> Color 5
Vertex 1537 -> Color 0
Vertex 1538 -> Color 6
Vertex 1539 -> Color 2
Vertex 1540 -> Color 3
Vertex 1541 -> Color 1
Vertex 1542 -> Color 5
Vertex 1543 -> Color 6
Vertex 1544 -> Color 14
Vertex 1545 -> Color 4
Vertex 1546 -> Color 0
Vertex 1547 -> Color 6
Vertex 1548 -> Color 7
Vertex 1549 -> Color 6
Vertex 1550 -> Color 3
Vertex 1551 -> Color 5
Vertex 1552 -> Color 2
Vertex 1553 -> Color 4
Vertex 1554 -> Color 8
Vertex 1555 -> Color 0
Vertex 1556 -> Color 11
Vertex 1557 -> Color 3
Vertex 1558 -> Color 2
Vertex 1559 -> Color 10
Vertex 1560 -> Color 10
Vertex 1561 -> Color 2
Vertex 1562 -> Color 6
Vertex 1563 -> Color 0
Vertex 1564 -> Color 1
Vertex 1565 -> Color 2
Vertex 1566 -> Color 8
Vertex 1567 -> Color 3
Vertex 1568 -> Color 0
Vertex 1569 -> Color 2
Vertex 1570 -> Color 0
Vertex 1571 -> Color 1
Vertex 1572 -> Color 2
Vertex 1573 -> Color 5
Vertex 1574 -> Color 1
Vertex 1575 -> Color 4
Vertex 1576 -> Color 1
Vertex 1577 -> Color 7
Vertex 1578 -> Color 2
Vertex 1579 -> Color 3
Vertex 1580 -> Color 4
Vertex 1581 -> Color 0
Vertex 1582 -> Color 3
Vertex 1583 -> Color 1
Vertex 1584 -> Color 5
Vertex 1585 -> Color 6
Vertex 1586 -> Color 6
Vertex 1587 -> Color 5
Vertex 1588 -> Color 2
Vertex 1589 -> Color 4
Vertex 1590 -> Color 10
Vertex 1591 -> Color 13
Vertex 1592 -> Color 4
Vertex 1593 -> Color 12
Vertex 1594 -> Color 2
Vertex 1595 -> Color 6
Vertex 1596 -> Color 0
Vertex 1597 -> Color 3
Vertex 1598 -> Color 4
Vertex 1599 -> Color 2
Vertex 1600 -> Color 3
Vertex 1601 -> Color 1
Vertex 1602 -> Color 1
Vertex 1603 -> Color 10
Vertex 1604 -> Color 0
Vertex 1605 -> Color 9
Vertex 1606 -> Color 0
Vertex 1607 -> Color 7
Vertex 1608 -> Color 6
Vertex 1609 -> Color 4
Vertex 1610 -> Color 8
Vertex 1611 -> Color 5
Vertex 1612 -> Color 7
Vertex 1613 -> Color 6
Vertex 1614 -> Color 6
Vertex 1615 -> Color 13
Vertex 1616 -> Color 7
Vertex 1617 -> Color 6
Vertex 1618 -> Color 8
Vertex 1619 -> Color 2
Vertex 1620 -> Color 10
Vertex 1621 -> Color 8
Vertex 1622 -> Color 4
Vertex 1623 -> Color 3
Vertex 1624 -> Color 2
Vertex 1625 -> Color 11
Vertex 1626 -> Color 0
Vertex 1627 -> Color 7
Vertex 1628 -> Color 3
Vertex 1629 -> Color 12
Vertex 1630 -> Color 4
Vertex 1631 -> Color 11
Vertex 1632 -> Color 6
Vertex 1633 -> Color 1
Vertex 1634 -> Color 8
Vertex 1635 -> Color 7
Vertex 1636 -> Color 5
Vertex 1637 -> Color 1
Vertex 1638 -> Color 1
Vertex 1639 -> Color 6
Vertex 1640 -> Color 7
Vertex 1641 -> Color 2
Vertex 1642 -> Color 5
Vertex 1643 -> Color 1
Vertex 1644 -> Color 10
Vertex 1645 -> Color 0
Vertex 1646 -> Color 9
Vertex 1647 -> Color 4
Vertex 1648 -> Color 3
Vertex 1649 -> Color 0
Vertex 1650 -> Color 8
Vertex 1651 -> Color 7
Vertex 1652 -> Color 6
Vertex 1653 -> Color 4
Vertex 1654 -> Color 3
Vertex 1655 -> Color 11
Vertex 1656 -> Color 1
Vertex 1657 -> Color 6
Vertex 1658 -> Color 7
Vertex 1659 -> Color 2
Vertex 1660 -> Color 5
Vertex 1661 -> Color 1
Vertex 1662 -> Color 5
Vertex 1663 -> Color 4
Vertex 1664 -> Color 12
Vertex 1665 -> Color 7
Vertex 1666 -> Color 8
Vertex 1667 -> Color 3
Vertex 1668 -> Color 7
Vertex 1669 -> Color 7
Vertex 1670 -> Color 8
Vertex 1671 -> Color 4
Vertex 1672 -> Color 5
Vertex 1673 -> Color 6
Vertex 1674 -> Color 1
Vertex 1675 -> Color 5
Vertex 1676 -> Color 9
Vertex 1677 -> Color 2
Vertex 1678 -> Color 0
Vertex 1679 -> Color 1
Vertex 1680 -> Color 2
Vertex 1681 -> Color 3
Vertex 1682 -> Color 10
Vertex 1683 -> Color 11
Vertex 1684 -> Color 7
Vertex 1685 -> Color 3
Vertex 1686 -> Color 1
Vertex 1687 -> Color 4
Vertex 1688 -> Color 9
Vertex 1689 -> Color 5
Vertex 1690 -> Color 0
Vertex 1691 -> Color 1
Vertex 1692 -> Color 2
Vertex 1693 -> Color 6
Vertex 1694 -> Color 11
Vertex 1695 -> Color 10
Vertex 1696 -> Color 7
Vertex 1697 -> Color 2
Vertex 1698 -> Color 1
Vertex 1699 -> Color 8
Vertex 1700 -> Color 9
Vertex 1701 -> Color 4
Vertex 1702 -> Color 0
Vertex 1703 -> Color 1
Vertex 1704 -> Color 3
Vertex 1705 -> Color 0
Vertex 1706 -> Color 4
Vertex 1707 -> Color 1
Vertex 1708 -> Color 0
Vertex 1709 -> Color 2
Vertex 1710 -> Color 1
Vertex 1711 -> Color 8
Vertex 1712 -> Color 12
Vertex 1713 -> Color 11
Vertex 1714 -> Color 0
Vertex 1715 -> Color 1
Vertex 1716 -> Color 3
Vertex 1717 -> Color 7
Vertex 1718 -> Color 5
Vertex 1719 -> Color 4
Vertex 1720 -> Color 2
Vertex 1721 -> Color 6
Vertex 1722 -> Color 3
Vertex 1723 -> Color 1
Vertex 1724 -> Color 9
Vertex 1725 -> Color 2
Vertex 1726 -> Color 0
Vertex 1727 -> Color 1
Vertex 1728 -> Color 8
Vertex 1729 -> Color 0
Vertex 1730 -> Color 6
Vertex 1731 -> Color 1
Vertex 1732 -> Color 0
Vertex 1733 -> Color 3
Vertex 1734 -> Color 2
Vertex 1735 -> Color 8
Vertex 1736 -> Color 12
Vertex 1737 -> Color 11
Vertex 1738 -> Color 7
Vertex 1739 -> Color 4
Vertex 1740 -> Color 6
Vertex 1741 -> Color 6
Vertex 1742 -> Color 7
Vertex 1743 -> Color 2
Vertex 1744 -> Color 3
Vertex 1745 -> Color 4
Vertex 1746 -> Color 10
Vertex 1747 -> Color 1
Vertex 1748 -> Color 9
Vertex 1749 -> Color 5
Vertex 1750 -> Color 0
Vertex 1751 -> Color 1
Vertex 1752 -> Color 4
Vertex 1753 -> Color 0
Vertex 1754 -> Color 6
Vertex 1755 -> Color 1
Vertex 1756 -> Color 0
Vertex 1757 -> Color 8
Vertex 1758 -> Color 5
Vertex 1759 -> Color 2
Vertex 1760 -> Color 12
Vertex 1761 -> Color 11
Vertex 1762 -> Color 7
Vertex 1763 -> Color 2
Vertex 1764 -> Color 6
Vertex 1765 -> Color 2
Vertex 1766 -> Color 7
Vertex 1767 -> Color 3
Vertex 1768 -> Color 2
Vertex 1769 -> Color 5
Vertex 1770 -> Color 8
Vertex 1771 -> Color 1
Vertex 1772 -> Color 9
Vertex 1773 -> Color 4
Vertex 1774 -> Color 0
Vertex 1775 -> Color 1
Vertex 1776 -> Color 3
Vertex 1777 -> Color 0
Vertex 1778 -> Color 5
Vertex 1779 -> Color 1
Vertex 1780 -> Color 0
Vertex 1781 -> Color 8
Vertex 1782 -> Color 8
Vertex 1783 -> Color 1
Vertex 1784 -> Color 12
Vertex 1785 -> Color 9
Vertex 1786 -> Color 0
Vertex 1787 -> Color 1
Vertex 1788 -> Color 4
Vertex 1789 -> Color 5
Vertex 1790 -> Color 11
Vertex 1791 -> Color 10
Vertex 1792 -> Color 7
Vertex 1793 -> Color 2
Vertex 1794 -> Color 5
Vertex 1795 -> Color 5
Vertex 1796 -> Color 6
Vertex 1797 -> Color 4
Vertex 1798 -> Color 2
Vertex 1799 -> Color 3
Vertex 1800 -> Color 6
Vertex 1801 -> Color 4
Vertex 1802 -> Color 1
Vertex 1803 -> Color 0
Vertex 1804 -> Color 3
Vertex 1805 -> Color 5
Vertex 1806 -> Color 8
Vertex 1807 -> Color 0
Vertex 1808 -> Color 5
Vertex 1809 -> Color 2
Vertex 1810 -> Color 4
Vertex 1811 -> Color 7
Vertex 1812 -> Color 10
Vertex 1813 -> Color 11
Vertex 1814 -> Color 1
Vertex 1815 -> Color 10
Vertex 1816 -> Color 3
Vertex 1817 -> Color 9
Vertex 1818 -> Color 6
Vertex 1819 -> Color 3
Vertex 1820 -> Color 0
Vertex 1821 -> Color 2
Vertex 1822 -> Color 5
Vertex 1823 -> Color 1
Vertex 1824 -> Color 7
Vertex 1825 -> Color 4
Vertex 1826 -> Color 5
Vertex 1827 -> Color 3
Vertex 1828 -> Color 2
Vertex 1829 -> Color 4
Vertex 1830 -> Color 6
Vertex 1831 -> Color 11
Vertex 1832 -> Color 1
Vertex 1833 -> Color 10
Vertex 1834 -> Color 11
Vertex 1835 -> Color 9
Vertex 1836 -> Color 5
Vertex 1837 -> Color 10
Vertex 1838 -> Color 3
Vertex 1839 -> Color 9
Vertex 1840 -> Color 10
Vertex 1841 -> Color 6
Vertex 1842 -> Color 4
Vertex 1843 -> Color 1
Vertex 1844 -> Color 7
Vertex 1845 -> Color 2
Vertex 1846 -> Color 0
Vertex 1847 -> Color 1
Vertex 1848 -> Color 10
Vertex 1849 -> Color 8
Vertex 1850 -> Color 9
Vertex 1851 -> Color 7
Vertex 1852 -> Color 6
Vertex 1853 -> Color 0
Vertex 1854 -> Color 1
Vertex 1855 -> Color 8
Vertex 1856 -> Color 6
Vertex 1857 -> Color 7
Vertex 1858 -> Color 9
Vertex 1859 -> Color 0
Vertex 1860 -> Color 3
Vertex 1861 -> Color 4
Vertex 1862 -> Color 5
Vertex 1863 -> Color 6
Vertex 1864 -> Color 1
Vertex 1865 -> Color 4
Vertex 1866 -> Color 2
Vertex 1867 -> Color 5
Vertex 1868 -> Color 11
Vertex 1869 -> Color 10
Vertex 1870 -> Color 7
Vertex 1871 -> Color 2
Vertex 1872 -> Color 6
Vertex 1873 -> Color 0
Vertex 1874 -> Color 8
Vertex 1875 -> Color 3
Vertex 1876 -> Color 2
Vertex 1877 -> Color 7
Vertex 1878 -> Color 3
Vertex 1879 -> Color 4
Vertex 1880 -> Color 13
Vertex 1881 -> Color 9
Vertex 1882 -> Color 1
Vertex 1883 -> Color 11
Vertex 1884 -> Color 2
Vertex 1885 -> Color 11
Vertex 1886 -> Color 4
Vertex 1887 -> Color 10
Vertex 1888 -> Color 6
Vertex 1889 -> Color 9
Vertex 1890 -> Color 6
Vertex 1891 -> Color 4
Vertex 1892 -> Color 1
Vertex 1893 -> Color 0
Vertex 1894 -> Color 5
Vertex 1895 -> Color 2
Vertex 1896 -> Color 2
Vertex 1897 -> Color 7
Vertex 1898 -> Color 10
Vertex 1899 -> Color 5
Vertex 1900 -> Color 1
Vertex 1901 -> Color 2
Vertex 1902 -> Color 8
Vertex 1903 -> Color 0
Vertex 1904 -> Color 6
Vertex 1905 -> Color 4
Vertex 1906 -> Color 3
Vertex 1907 -> Color 11
Vertex 1908 -> Color 6
Vertex 1909 -> Color 8
Vertex 1910 -> Color 1
Vertex 1911 -> Color 7
Vertex 1912 -> Color 4
Vertex 1913 -> Color 0
Vertex 1914 -> Color 3
Vertex 1915 -> Color 1
Vertex 1916 -> Color 9
Vertex 1917 -> Color 8
Vertex 1918 -> Color 7
Vertex 1919 -> Color 4
Vertex 1920 -> Color 8
Vertex 1921 -> Color 6
Vertex 1922 -> Color 7
Vertex 1923 -> Color 1
Vertex 1924 -> Color 4
Vertex 1925 -> Color 6
Vertex 1926 -> Color 2
Vertex 1927 -> Color 11
Vertex 1928 -> Color 4
Vertex 1929 -> Color 10
Vertex 1930 -> Color 1
Vertex 1931 -> Color 9
Vertex 1932 -> Color 6
Vertex 1933 -> Color 11
Vertex 1934 -> Color 5
Vertex 1935 -> Color 10
Vertex 1936 -> Color 5
Vertex 1937 -> Color 8
Vertex 1938 -> Color 6
Vertex 1939 -> Color 0
Vertex 1940 -> Color 5
Vertex 1941 -> Color 1
Vertex 1942 -> Color 2
Vertex 1943 -> Color 5
Vertex 1944 -> Color 3
Vertex 1945 -> Color 8
Vertex 1946 -> Color 1
Vertex 1947 -> Color 7
Vertex 1948 -> Color 0
Vertex 1949 -> Color 0
Vertex 1950 -> Color 7
Vertex 1951 -> Color 2
Vertex 1952 -> Color 3
Vertex 1953 -> Color 1
Vertex 1954 -> Color 5
Vertex 1955 -> Color 0
Vertex 1956 -> Color 2
Vertex 1957 -> Color 11
Vertex 1958 -> Color 11
Vertex 1959 -> Color 10
Vertex 1960 -> Color 6
Vertex 1961 -> Color 9
Vertex 1962 -> Color 8
Vertex 1963 -> Color 5
Vertex 1964 -> Color 2
Vertex 1965 -> Color 11
Vertex 1966 -> Color 1
Vertex 1967 -> Color 3
Vertex 1968 -> Color 5
Vertex 1969 -> Color 9
Vertex 1970 -> Color 12
Vertex 1971 -> Color 1
Vertex 1972 -> Color 0
Vertex 1973 -> Color 3
Vertex 1974 -> Color 4
Vertex 1975 -> Color 1
Vertex 1976 -> Color 5
Vertex 1977 -> Color 4
Vertex 1978 -> Color 0
Vertex 1979 -> Color 0
Vertex 1980 -> Color 7
Vertex 1981 -> Color 0
Vertex 1982 -> Color 9
Vertex 1983 -> Color 10
Vertex 1984 -> Color 6
Vertex 1985 -> Color 7
Vertex 1986 -> Color 2
Vertex 1987 -> Color 9
Vertex 1988 -> Color 1
Vertex 1989 -> Color 10
Vertex 1990 -> Color 9
Vertex 1991 -> Color 5
Vertex 1992 -> Color 4
Vertex 1993 -> Color 3
Vertex 1994 -> Color 12
Vertex 1995 -> Color 11
Vertex 1996 -> Color 0
Vertex 1997 -> Color 3
Vertex 1998 -> Color 3
Vertex 1999 -> Color 4
Vertex 2000 -> Color 11
Vertex 2001 -> Color 8
Vertex 2002 -> Color 0
Vertex 2003 -> Color 3
Vertex 2004 -> Color 5
Vertex 2005 -> Color 2
Vertex 2006 -> Color 10
Vertex 2007 -> Color 6
Vertex 2008 -> Color 1
Vertex 2009 -> Color 2
Vertex 2010 -> Color 5
Vertex 2011 -> Color 0
Vertex 2012 -> Color 10
Vertex 2013 -> Color 9
Vertex 2014 -> Color 1
Vertex 2015 -> Color 5
Vertex 2016 -> Color 3
Vertex 2017 -> Color 4
Vertex 2018 -> Color 11
Vertex 2019 -> Color 8
Vertex 2020 -> Color 0
Vertex 2021 -> Color 3
Vertex 2022 -> Color 5
Vertex 2023 -> Color 2
Vertex 2024 -> Color 14
Vertex 2025 -> Color 7
Vertex 2026 -> Color 6
Vertex 2027 -> Color 10
Vertex 2028 -> Color 0
Vertex 2029 -> Color 6
Vertex 2030 -> Color 3
Vertex 2031 -> Color 5
Vertex 2032 -> Color 1
Vertex 2033 -> Color 4
Vertex 2034 -> Color 7
Vertex 2035 -> Color 0
Vertex 2036 -> Color 6
Vertex 2037 -> Color 2
Vertex 2038 -> Color 3
Vertex 2039 -> Color 1
Vertex 2040 -> Color 6
Vertex 2041 -> Color 7
Vertex 2042 -> Color 12
Vertex 2043 -> Color 8
Vertex 2044 -> Color 1
Vertex 2045 -> Color 5
Vertex 2046 -> Color 8
Vertex 2047 -> Color 0
Vertex 2048 -> Color 4
Vertex 2049 -> Color 3
Vertex 2050 -> Color 2
Vertex 2051 -> Color 10
Vertex 2052 -> Color 3
Vertex 2053 -> Color 5
Vertex 2054 -> Color 6
Vertex 2055 -> Color 8
Vertex 2056 -> Color 1
Vertex 2057 -> Color 5
Vertex 2058 -> Color 7
Vertex 2059 -> Color 0
Vertex 2060 -> Color 12
Vertex 2061 -> Color 3
Vertex 2062 -> Color 2
Vertex 2063 -> Color 7
Vertex 2064 -> Color 3
Vertex 2065 -> Color 4
Vertex 2066 -> Color 5
Vertex 2067 -> Color 6
Vertex 2068 -> Color 1
Vertex 2069 -> Color 4
Vertex 2070 -> Color 5
Vertex 2071 -> Color 2
Vertex 2072 -> Color 11
Vertex 2073 -> Color 7
Vertex 2074 -> Color 6
Vertex 2075 -> Color 10
Vertex 2076 -> Color 4
Vertex 2077 -> Color 0
Vertex 2078 -> Color 8
Vertex 2079 -> Color 3
Vertex 2080 -> Color 1
Vertex 2081 -> Color 9
Vertex 2082 -> Color 5
Vertex 2083 -> Color 11
Vertex 2084 -> Color 4
Vertex 2085 -> Color 10
Vertex 2086 -> Color 6
Vertex 2087 -> Color 9
Vertex 2088 -> Color 6
Vertex 2089 -> Color 2
Vertex 2090 -> Color 1
Vertex 2091 -> Color 0
Vertex 2092 -> Color 5
Vertex 2093 -> Color 4
Vertex 2094 -> Color 0
Vertex 2095 -> Color 4
Vertex 2096 -> Color 8
Vertex 2097 -> Color 3
Vertex 2098 -> Color 1
Vertex 2099 -> Color 2
Vertex 2100 -> Color 1
Vertex 2101 -> Color 0
Vertex 2102 -> Color 4
Vertex 2103 -> Color 3
Vertex 2104 -> Color 2
Vertex 2105 -> Color 5
Vertex 2106 -> Color 4
Vertex 2107 -> Color 9
Vertex 2108 -> Color 1
Vertex 2109 -> Color 8
Vertex 2110 -> Color 3
Vertex 2111 -> Color 7
Vertex 2112 -> Color 3
Vertex 2113 -> Color 11
Vertex 2114 -> Color 2
Vertex 2115 -> Color 10
Vertex 2116 -> Color 6
Vertex 2117 -> Color 9
Vertex 2118 -> Color 3
Vertex 2119 -> Color 4
Vertex 2120 -> Color 1
Vertex 2121 -> Color 0
Vertex 2122 -> Color 7
Vertex 2123 -> Color 2
Vertex 2124 -> Color 0
Vertex 2125 -> Color 6
Vertex 2126 -> Color 13
Vertex 2127 -> Color 5
Vertex 2128 -> Color 1
Vertex 2129 -> Color 4
Vertex 2130 -> Color 2
Vertex 2131 -> Color 9
Vertex 2132 -> Color 3
Vertex 2133 -> Color 8
Vertex 2134 -> Color 6
Vertex 2135 -> Color 7
Vertex 2136 -> Color 0
Vertex 2137 -> Color 3
Vertex 2138 -> Color 5
Vertex 2139 -> Color 2
Vertex 2140 -> Color 4
Vertex 2141 -> Color 1
Vertex 2142 -> Color 4
Vertex 2143 -> Color 0
Vertex 2144 -> Color 4
Vertex 2145 -> Color 2
Vertex 2146 -> Color 5
Vertex 2147 -> Color 1
Vertex 2148 -> Color 7
Vertex 2149 -> Color 6
Vertex 2150 -> Color 6
Vertex 2151 -> Color 5
Vertex 2152 -> Color 2
Vertex 2153 -> Color 4
Vertex 2154 -> Color 2
Vertex 2155 -> Color 8
Vertex 2156 -> Color 3
Vertex 2157 -> Color 7
Vertex 2158 -> Color 1
Vertex 2159 -> Color 0
Vertex 2160 -> Color 7
Vertex 2161 -> Color 6
Vertex 2162 -> Color 8
Vertex 2163 -> Color 5
Vertex 2164 -> Color 0
Vertex 2165 -> Color 4
Vertex 2166 -> Color 5
Vertex 2167 -> Color 11
Vertex 2168 -> Color 2
Vertex 2169 -> Color 10
Vertex 2170 -> Color 1
Vertex 2171 -> Color 0
Vertex 2172 -> Color 2
Vertex 2173 -> Color 5
Vertex 2174 -> Color 0
Vertex 2175 -> Color 4
Vertex 2176 -> Color 8
Vertex 2177 -> Color 3
Vertex 2178 -> Color 9
Vertex 2179 -> Color 4
Vertex 2180 -> Color 7
Vertex 2181 -> Color 0
Vertex 2182 -> Color 1
Vertex 2183 -> Color 3
Vertex 2184 -> Color 1
Vertex 2185 -> Color 8
Vertex 2186 -> Color 12
Vertex 2187 -> Color 4
Vertex 2188 -> Color 0
Vertex 2189 -> Color 1
Vertex 2190 -> Color 6
Vertex 2191 -> Color 0
Vertex 2192 -> Color 8
Vertex 2193 -> Color 3
Vertex 2194 -> Color 2
Vertex 2195 -> Color 7
Vertex 2196 -> Color 10
Vertex 2197 -> Color 2
Vertex 2198 -> Color 7
Vertex 2199 -> Color 6
Vertex 2200 -> Color 5
Vertex 2201 -> Color 10
Vertex 2202 -> Color 7
Vertex 2203 -> Color 1
Vertex 2204 -> Color 5
Vertex 2205 -> Color 4
Vertex 2206 -> Color 0
Vertex 2207 -> Color 1
Vertex 2208 -> Color 6
Vertex 2209 -> Color 0
Vertex 2210 -> Color 10
Vertex 2211 -> Color 8
Vertex 2212 -> Color 2
Vertex 2213 -> Color 6
Vertex 2214 -> Color 7
Vertex 2215 -> Color 1
Vertex 2216 -> Color 4
Vertex 2217 -> Color 3
Vertex 2218 -> Color 0
Vertex 2219 -> Color 1
Vertex 2220 -> Color 7
Vertex 2221 -> Color 3
Vertex 2222 -> Color 8
Vertex 2223 -> Color 2
Vertex 2224 -> Color 3
Vertex 2225 -> Color 1
Vertex 2226 -> Color 9
Vertex 2227 -> Color 5
Vertex 2228 -> Color 13
Vertex 2229 -> Color 2
Vertex 2230 -> Color 0
Vertex 2231 -> Color 5
Vertex 2232 -> Color 6
Vertex 2233 -> Color 2
Vertex 2234 -> Color 8
Vertex 2235 -> Color 0
Vertex 2236 -> Color 5
Vertex 2237 -> Color 4
Vertex 2238 -> Color 2
Vertex 2239 -> Color 1
Vertex 2240 -> Color 10
Vertex 2241 -> Color 9
Vertex 2242 -> Color 7
Vertex 2243 -> Color 3
Vertex 2244 -> Color 8
Vertex 2245 -> Color 6
Vertex 2246 -> Color 4
Vertex 2247 -> Color 1
Vertex 2248 -> Color 7
Vertex 2249 -> Color 3
Vertex 2250 -> Color 5
Vertex 2251 -> Color 6
Vertex 2252 -> Color 0
Vertex 2253 -> Color 5
Vertex 2254 -> Color 0
Vertex 2255 -> Color 4
Vertex 2256 -> Color 0
Vertex 2257 -> Color 4
Vertex 2258 -> Color 4
Vertex 2259 -> Color 3
Vertex 2260 -> Color 3
Vertex 2261 -> Color 7
Vertex 2262 -> Color 4
Vertex 2263 -> Color 4
Vertex 2264 -> Color 4
Vertex 2265 -> Color 0
Vertex 2266 -> Color 3
Vertex 2267 -> Color 2
Vertex 2268 -> Color 6
Vertex 2269 -> Color 3
Vertex 2270 -> Color 8
Vertex 2271 -> Color 2
Vertex 2272 -> Color 8
Vertex 2273 -> Color 1
Vertex 2274 -> Color 1
Vertex 2275 -> Color 14
Vertex 2276 -> Color 9
Vertex 2277 -> Color 12
Vertex 2278 -> Color 4
Vertex 2279 -> Color 9
Vertex 2280 -> Color 0
Vertex 2281 -> Color 6
Vertex 2282 -> Color 7
Vertex 2283 -> Color 5
Vertex 2284 -> Color 3
Vertex 2285 -> Color 4
Vertex 2286 -> Color 10
Vertex 2287 -> Color 7
Vertex 2288 -> Color 0
Vertex 2289 -> Color 10
Vertex 2290 -> Color 0
Vertex 2291 -> Color 6
Vertex 2292 -> Color 1
Vertex 2293 -> Color 4
Vertex 2294 -> Color 13
